Myers Hall,myers-hall,Eureka College,Eureka,IL,,,,,https://www.eureka.edu/student-life/housing-and-residence-life,Residence hall,,https://www.eureka.edu/student-life/housing-and-residence-life,Eureka College Housing & Residence Life,,2026-05-16
Carrie T. Burritt Hall,carrie-t-burritt-hall,Greenville University,Greenville,IL,Suite,,,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Largest all-female hall with suite-style/triple/single rooms,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Greenville University Residence Life,,2026-05-16
Ellen J. Mannoia Hall,ellen-j-mannoia-hall,Greenville University,Greenville,IL,,,,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Co-ed pod-style residence hall with kitchenettes,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Greenville University Residence Life,,2026-05-16
University Hall,university-hall,Greenville University,Greenville,IL,,,,246,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Four-story 40k sqft newest residence hall,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Greenville University Residence Life,,2026-05-16
Duane E. Hood Hall,duane-e-hood-hall,Greenville University,Greenville,IL,,,,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Co-ed residence hall with separate floors,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Greenville University Residence Life,,2026-05-16
Joy-Janssen Hall,joy-janssen-hall,Greenville University,Greenville,IL,,,,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Traditional male residence hall (JJ),,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Greenville University Residence Life,,2026-05-16
Tenney-Kinney Hall,tenney-kinney-hall,Greenville University,Greenville,IL,,,,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Residence hall (TK) with communal living,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Greenville University Residence Life,,2026-05-16
Holtwick Hall,holtwick-hall,Greenville University,Greenville,IL,,,,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Residence hall,,https://www.greenville.edu/student-life/campus-life/residential-life/residence-halls,Greenville University Residence Life,,2026-05-16
Ellis Hall,ellis-hall,Illinois College,Jacksonville,IL,,,,113,https://www.ic.edu/residential-life/halls,Traditional-style residence hall,,https://www.ic.edu/residential-life/halls,Illinois College Residential Life,,2026-05-16
Pixley Hall,pixley-hall,Illinois College,Jacksonville,IL,,,,100,https://www.ic.edu/residential-life/halls,Traditional-style residence hall,,https://www.ic.edu/residential-life/halls,Illinois College Residential Life,,2026-05-16
Gardner Hall,gardner-hall,Illinois College,Jacksonville,IL,,,,115,https://www.ic.edu/residential-life/halls,Traditional-style residence hall,,https://www.ic.edu/residential-life/halls,Illinois College Residential Life,,2026-05-16
Lincoln Hall,lincoln-hall,Illinois College,Jacksonville,IL,,,,,https://www.ic.edu/residential-life/halls,Residence hall,,https://www.ic.edu/residential-life/halls,Illinois College Residential Life,,2026-05-16
Turner Hall,turner-hall,Illinois College,Jacksonville,IL,,,,109,https://www.ic.edu/residential-life/halls,Traditional-style residence hall,,https://www.ic.edu/residential-life/halls,Illinois College Residential Life,,2026-05-16
Mundinger Hall,mundinger-hall,Illinois College,Jacksonville,IL,,,,64,https://www.ic.edu/residential-life/halls,Traditional-style residence hall,,https://www.ic.edu/residential-life/halls,Illinois College Residential Life,,2026-05-16
Crampton Hall,crampton-hall,Illinois College,Jacksonville,IL,,,,,https://www.ic.edu/residential-life/halls,Residence hall,,https://www.ic.edu/residential-life/halls,Illinois College Residential Life,,2026-05-16
Greene Hall,greene-hall,Illinois College,Jacksonville,IL,Suite,,,78,https://www.ic.edu/campus-life/residential-life/suites,Upper-class suite-style residence hall,,https://www.ic.edu/residential-life/halls,Illinois College Residential Life,,2026-05-16
Hewett-Manchester,hewett-manchester,Illinois State University,Normal,IL,,,,,https://housing.illinoisstate.edu/locations/hewett-manchester/,Two 18-story residence halls with Themed Living-Learning Communities,,https://housing.illinoisstate.edu/locations/,Illinois State University Housing Services,,2026-05-16
Wilkins Hall,wilkins-hall,Illinois State University,Normal,IL,,,,,https://housing.illinoisstate.edu/locations/tri-towers/,Tri-Towers residence hall,,https://housing.illinoisstate.edu/locations/,Illinois State University Housing Services,,2026-05-16
Haynie Hall,haynie-hall,Illinois State University,Normal,IL,,,,,https://housing.illinoisstate.edu/locations/tri-towers/,Tri-Towers residence hall,,https://housing.illinoisstate.edu/locations/,Illinois State University Housing Services,,2026-05-16
Wright Hall,wright-hall,Illinois State University,Normal,IL,,,,,https://housing.illinoisstate.edu/locations/tri-towers/,Tri-Towers residence hall,,https://housing.illinoisstate.edu/locations/,Illinois State University Housing Services,,2026-05-16
Watterson Towers,watterson-towers,Illinois State University,Normal,IL,,,,,https://housing.illinoisstate.edu/locations/,Residence tower complex,,https://housing.illinoisstate.edu/locations/,Illinois State University Housing Services,,2026-05-16
Cardinal Court,cardinal-court,Illinois State University,Normal,IL,Apartment,,,,https://housing.illinoisstate.edu/locations/,University apartment complex,,https://housing.illinoisstate.edu/locations/,Illinois State University Housing Services,,2026-05-16
Fell Avenue Apartments,fell-avenue-apartments,Illinois State University,Normal,IL,Apartment,,,,https://housing.illinoisstate.edu/locations/,University apartment complex,,https://housing.illinoisstate.edu/locations/,Illinois State University Housing Services,,2026-05-16
School Street Apartments,school-street-apartments,Illinois State University,Normal,IL,Apartment,,,,https://housing.illinoisstate.edu/locations/,University apartment complex,,https://housing.illinoisstate.edu/locations/,Illinois State University Housing Services,,2026-05-16
Shelbourne Drive Apartments,shelbourne-drive-apartments,Illinois State University,Normal,IL,Apartment,,,,https://housing.illinoisstate.edu/locations/,University apartment complex,,https://housing.illinoisstate.edu/locations/,Illinois State University Housing Services,,2026-05-16
Conger-Neal Halls,conger-neal-halls,Knox College,Galesburg,IL,Suite,,,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls/conger-neal-halls,Suite-style residence halls,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Knox College Residence Life,,2026-05-16
Elder-Campbell Halls,elder-campbell-halls,Knox College,Galesburg,IL,Suite,,,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Suite-style residence halls,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Knox College Residence Life,,2026-05-16
Griffith-Longden-Drew-Simonds Halls,griffith-longden-drew-simonds-halls,Knox College,Galesburg,IL,Suite,,,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Suite-style residence halls complex,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Knox College Residence Life,,2026-05-16
Hamblin Hall,hamblin-hall,Knox College,Galesburg,IL,Suite,,,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls/hamblin-hall,Suite-style residence hall,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Knox College Residence Life,,2026-05-16
Post Hall,post-hall,Knox College,Galesburg,IL,Suite,,,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls/post-hall,Suite-style residence hall,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Knox College Residence Life,,2026-05-16
Raub-Sellew Halls,raub-sellew-halls,Knox College,Galesburg,IL,Suite,,,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Suite-style residence halls,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Knox College Residence Life,,2026-05-16
Seymour Hall and Union,seymour-hall-and-union,Knox College,Galesburg,IL,Suite,,,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Suite-style residence hall,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Knox College Residence Life,,2026-05-16
Sherwin-Neifert-Furrow Halls,sherwin-neifert-furrow-halls,Knox College,Galesburg,IL,Suite,,,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Suite-style residence halls,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Knox College Residence Life,,2026-05-16
Williston Hall,williston-hall,Knox College,Galesburg,IL,Suite,,,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Suite-style residence hall,,https://www.knox.edu/campus-life/living-at-knox/residences/residence-halls,Knox College Residence Life,,2026-05-16
Roberts Hall,roberts-hall,Lake Forest College,Lake Forest,IL,,,,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms,First-Year Community residence hall,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms,Lake Forest College Residence Life,,2026-05-16
Gregory Hall,gregory-hall,Lake Forest College,Lake Forest,IL,,,,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms,First-Year Community residence hall,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms,Lake Forest College Residence Life,,2026-05-16
McClure Hall,mcclure-hall,Lake Forest College,Lake Forest,IL,,,,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms,First-Year Community residence hall,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms,Lake Forest College Residence Life,,2026-05-16
Nollen Hall,nollen-hall,Lake Forest College,Lake Forest,IL,,,,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms,First-year and returning student residence hall,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms,Lake Forest College Residence Life,,2026-05-16
Deerpath Hall,deerpath-hall,Lake Forest College,Lake Forest,IL,,,,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms/deerpath,North campus residence hall with commuter lounge and cafe,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms,Lake Forest College Residence Life,,2026-05-16
Moore Hall,moore-hall,Lake Forest College,Lake Forest,IL,,,,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms,Residence hall,,https://www.lakeforest.edu/student-resources/residence-life/residence-halls-and-rooms,Lake Forest College Residence Life,,2026-05-16
Aston Hall,aston-hall,Millikin University,Decatur,IL,,Communal,1907,100,https://millikin.edu/campus-life/campus-services/housing-options,Historic four-floor traditional residence hall,,https://millikin.edu/housing,Millikin University Housing,,2026-05-16
Blackburn Hall,blackburn-hall,Millikin University,Decatur,IL,,Communal,,99,https://millikin.edu/locations/blackburn-hall,Residence hall with newly-updated community bathrooms,,https://millikin.edu/housing,Millikin University Housing,,2026-05-16
Dolson Hall,dolson-hall,Millikin University,Decatur,IL,Suite,,1997,200,https://millikin.edu/locations/dolson-hall,Four-floor suite-style co-ed residence hall (newest),,https://millikin.edu/housing,Millikin University Housing,,2026-05-16
Weck Hall,weck-hall,Millikin University,Decatur,IL,Suite,,,52,https://millikin.edu/locations/weck-hall,Two-story suite-style residence hall,,https://millikin.edu/housing,Millikin University Housing,,2026-05-16
New Hall 4,new-hall-4,Millikin University,Decatur,IL,,,,52,https://millikin.edu/campus-life/campus-services/housing-options,Residence hall,,https://millikin.edu/housing,Millikin University Housing,,2026-05-16
Graham Hall,graham-hall,Monmouth College,Monmouth,IL,,,,,https://www.monmouthcollege.edu/offices/residence-life/residence-halls/traditional-halls/,Three-story first-year co-ed residence hall,,https://www.monmouthcollege.edu/offices/residence-life/residence-halls/,Monmouth College Residence Life,,2026-05-16
McMichael Residence Hall,mcmichael-residence-hall,Monmouth College,Monmouth,IL,,,,100,https://www.monmouthcollege.edu/offices/residence-life/residence-halls/traditional-halls/,Co-ed sophomore and upperclassmen residence hall,,https://www.monmouthcollege.edu/offices/residence-life/residence-halls/,Monmouth College Residence Life,,2026-05-16
Winbigler Hall,winbigler-hall,Monmouth College,Monmouth,IL,,,,,https://www.monmouthcollege.edu/offices/residence-life/residence-halls/traditional-halls/,Men's residence hall for first-year and sophomore students,,https://www.monmouthcollege.edu/offices/residence-life/residence-halls/,Monmouth College Residence Life,,2026-05-16
Peterson Hall,peterson-hall,Monmouth College,Monmouth,IL,Suite,,,87,https://www.monmouthcollege.edu/offices/residence-life/residence-halls/premium-halls/,Modern co-ed suite-style residence hall,,https://www.monmouthcollege.edu/offices/residence-life/residence-halls/,Monmouth College Residence Life,,2026-05-16
